305	Carvanha	5321A4D4 C6CF5AE7
306	Sharpedo	3157E9F4 6A73D8AE
307	Trapinch	9CA69ACA 9939B23A
308	Vibrava	B59639E8 F74CFD40
309	Flygon	F534D274 570680C1
310	Makuhita	AD8DC4E2 77B286F8
311	Hariyama	AB0AD2D5 6D00034F
312	Electrike	92D66D80 7D5F93EE
313	Manectric	72A89CC0 191CB45F
314	Numel	304464AD CD22290A
315	Camerupt	1F7D375E ED89C369
316	Spheal	DFE522DA E6EC22B8
317	Sealeo	27A1D07A 9AFA29F1
318	Walrein	FD4EA1DB C69350C3
319	Cacnea	1470A99B E7D9753C
320	Cacturne	E14BF728 186056C8
321	Snorunt	B59DAE9E 44B9A0C2
322	Glalie	F0EE5DF7 302FFDAB
323	Lunatone	A5E5F33D 9BD8B594
324	Solrock	9790C620 764C48B2
325	Azurill	5AFF3133 46341664
326	Spoink	4DDE87B6 7BD5E97A
327	Grumpig	3B03279A 010533EA
328	Plusle	1316C3E4 AEC8CB67
329	Minun	7E8DDDE5 0653504E
330	Mawile	125E26A9 70AC87DE
331	Meditite	BF67D39D 5F98AE81
332	Medicham	C671820C 0A73E3C1
333	Swablu	FF248CD7 7C6DCB02
334	Altaria	796165E0 DFA610F0
335	Wynaut	BC7D19E2 E6E419E7
336	Duskull	BA58AAA1 26098A0A
337	Dusclops	B28A7DEF 7EBA9583
338	Roselia	A0C7416C 79BC1ECA
339	Slakoth	3B5FD605 8B989B15
340	Vigoroth	0227A6B8 279C8AF9
341	Slaking	B294982C D8AA45A9
342	Gulpin	9E354F47 F3AC945F
343	Swalot	14320869 401127b7
344	Tropius	A07E2AC7 A298E6E4
345	Whismur	7348A972 BEAABF39
346	Loudred	13869FD7 E7CEFD50
347	Exploud	0BC551D3 8F71ECBF
348	Clamperl	9BD9B2C8 1FE83576
349	Huntail	A542EE0A 0BB12850
350	Gorebyss	821805B8 6A0A72EA
351	Absol	4F2F57C7 1486B738
352	Shuppet	8ABD49F2 482F03ED
353	Banette	8C94C60B 34B740A8
354	Seviper	B1437A24 EB353929
355	Zangoose	B95E04D3 9D1D46AF
356	Relicanth	0B9FCB25 C59FA340
357	Aron	B86D62E1 C0C0EB09
358	Lairon	02044020 2AF60CFC
359	Aggron	4D422E59 EA13D962
360	Castform	6106239A F565464F
361	Volbeat	098FF614 7E20D927
362	Illumise	48D71C7B 16C2522A
363	Lileep	03890595 11E78C7E
364	Cradily	3BB0B9DE 5DFCC077
365	Anorith	15FBF8BD 7D4DFDE5
366	Armaldo	F2E61F7D 597E4841
367	Ralts	8B565C5D D19BE910
368	Kirlia	84B2134B F9D888DB
369	Gardevoir	4C42DF0A B9AB3E27
370	Bagon	EE44E689 25D268EA
371	Shelgon	48776CDC 54A482D7
372	Salamence	83B10FBA 0FC690F0
373	Beldum	4755F0C3 2EF9DEE7
374	Metang	18F6DA2D E1B16BC5
375	Metagross	7F442AD7 75776D97
376	Regirock	EE48CE33 DD9BA0C5
377	Regice	B8E60141 9846F68D
378	Registeel	79DFACFC CE3130F9
379	Kyogre	B7D1BCC2 DF667849
380	Groudon	F655438D 3AA5C717
381	Rayquaza	F45F5684 50826322
382	Latias	9924490F 674355D7
383	Latios	B0EF6EE8 A714B8D9
384	Jirachi	89CF0941 3F293D81
385	Deoxys	88F7CB8E EE360350
386	Chimecho	36B41E2E 268A49A3
