174	Igglybuff	D7F35EE0 D224ECDE
175	Togepi	82269FC8 9579FD5A
176	Togetic	E3581C9B AE652F9A
177	Natu	B635603F B1E81481
178	Xatu	459823AE 3F1683A4
179	Mareep	0783E965 C5165BF8
180	Flaaffy	F510A285 5288E291
181	Ampharos	3CE54322 74A86618
182	Bellossom	F0088391 0C65D5E3
183	Marill	51EB125F EAA0FCBE
184	Azumarill	E832EF37 64D0E6A2
185	Sudowoodo	DDA1AC43 4A067FAE
186	Politoed	5C6CD179 E18C31EF
187	Hoppip	B1BC8307 69EF9C2C
188	Skiploom	E32EA0FE CB37FF3B
189	Jumpluff	C03FCFEF 84CB37BA
190	Aipom	A45DFE4F F27A9D8D
191	Sunkern	165C689B AF94A177
192	Sunflora	36838BE7 E5367C3A
193	Yanma	E500846E 9A4FF5C7
194	Wooper	6F071CA9 63FF4902
195	Quagsire	67375392 E7F55C24
196	Espeon	EF8A105C 72CEF63E
197	Umbreon	EF708FD1 C5E8B000
198	Murkrow	98F8C8F7 EEA657B9
199	Slowking	43D2617C C2F14DFB
200	Misdreavus	2E5E5AEB 22EBF9FF
201	Unown	10998FB0 656B5C99
202	Wobbuffet	EC4EB940 2C63CA65
203	Girafarig	41377A90 E36247DE
204	Pineco	43C3A9BF 477AF067
205	Forretress	55815067 03B03952
206	Dunsparce	4F8D48EA 9336834B
207	Gligar	729F34AB 5B1018D0
208	Steelix	1FE62E14 130CD2F8
209	Snubbull	77C7197D 502B8B56
210	Granbull	CF223304 929E964E
211	Qwilfish	C9551136 F45B0236
212	Scizor	F8D4BFAE D2C136F5
213	Shuckle	A94D8CB8 560257D4
214	Heracross	779D6EBF 3139EFF6
215	Sneasel	C21BA23A 95AB64BD
216	Teddiursa	EDEB2FF0 88466B79
217	Ursaring	2607FA8F 4BF940FA
218	Slugma	E2899947 9269834F
219	Magcargo	A58E1198 6E004BAD
220	Swinub	F949DADD BBC8B5CD
221	Piloswine	AA68D49C B33C8972
222	Corsola	DDEFF53A EC57A23F
223	Remoraid	A67D580A B44A4DF4
224	Octillery	78BA5E9D BA836EEB
225	Delibird	BC1FE4EC 9F1818A1
226	Mantine	3AF8DB31 042E9DF9
227	Skarmory	92DE3CD4 65C14106
228	Houndour	CABF0A0B B0E620D3
229	Houndoom	D8D99C49 B49D47DC
230	Kingdra	2B185541 DB13ACF6
231	Phanpy	CBCB02D6 C41FE3F4
232	Donphan	B8A6C516 12ECADE5
233	Porygon2	04EA10C3 8DB0146F
234	Stantler	9C0B5F02 A2857BBC
235	Smeargle	49D7E467 103D0D48
236	Tyrogue	3D2030E2 B2A0CACE
237	Hitmontop	A357C435 8BC380D1
238	Smoochum	8C287F7F E3950A6E
239	Elekid	A78E8FFA EDB5DA5C
240	Magby	D77AEB51 E63292DB
241	Miltank	1A55F1D1 2FCDADEA
242	Blissey	01EA07BF 793C86F2
243	Raikou	43FF33D1 F368CDE6
244	Entei	0C8037A6 BE1D9DB2
245	Suicune	80755BDB E392B806
246	Larvitar	2C8E4296 84D8D6E3
247	Pupitar	8418E051 5C53CE38
248	Tyranitar	32D66B09 40354103
249	Lugia	545C676A 51FFDC1C
250	Ho-Oh	437065EF 67DF37EF
251	Celebi	4AEC27E8 A5FF1540
